method,instance_recall,instance_precision,instance_f1,mean_best_iou,semantic_iou
sam_zero_shot,0.4126984126984127,0.5157142857142857,0.4518798848210612,0.3615436173561991,0.3818078504977973
yolo_trained,0.9111111111111112,1.0,0.9518716577540106,0.7789967243896407,0.8568131237382604
